fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg,rfi_id,monitor_bus,der_pct
318412,LL,0,0.117294,-113.9979,0.134253,122.7173,1.036719,88.1523,8.8908,-121.9548,3.011,-147.2703,21.2648,58.539,14,181994,0
318412,LL,0,0.117638,-113.7739,0.133461,122.7945,1.035096,88.1523,2.2144,-141.1881,2.6345,95.2224,15.834,60.796,15,181891,0
318412,LL,0,0.117172,-114.0078,0.134183,122.6831,1.036143,88.1375,0.0,-22.3144,0.0,-145.3099,0.0,178.5354,16,255335,0
318412,LL,0,0.117172,-114.0078,0.134183,122.6831,1.036143,88.1375,0.0,-24.0194,0.0,-147.3321,0.0,178.1578,17,182030,0
318412,LL,0,0.116735,-114.0199,0.134146,122.5984,1.034811,88.1338,5.6508,59.1122,2.4797,49.1395,12.0698,-121.6123,18,182153,0
318412,LL,0,0.116616,-114.0473,0.134182,122.5807,1.034566,88.1319,5.5134,-120.3501,2.6054,-128.0624,8.1127,57.1715,19,182158,0
318412,LL,0,0.116568,-114.0618,0.134204,122.5746,1.034484,88.1314,1.3785,-120.3172,0.6538,-128.0283,2.0282,57.2039,20,182162,0
318412,3LG,0,0.130468,-112.1464,0.130468,127.8535,0.130468,7.8536,939344.4378,-112.1467,939341.7793,127.8534,939345.6362,7.8533,1,318412,0
318412,3LG,0,0.130368,-112.1914,0.130429,127.8077,0.130402,7.8253,34.4812,-119.5779,30.5143,123.4146,33.8453,0.6819,2,243937,0
318412,3LG,0,0.130305,-112.2646,0.130391,127.7513,0.130326,7.7627,0.3353,-139.9644,0.3355,100.0286,0.3354,-19.9917,3,157347,0
318412,3LG,0,0.130073,-112.493,0.13025,127.5689,0.13007,7.5668,34.0135,-119.2862,30.0495,123.7962,33.3672,0.9896,4,298162,0
318412,3LG,0,0.130046,-112.5215,0.130233,127.5468,0.130038,7.5423,34.0135,-119.2862,30.0495,123.7962,33.3672,0.9896,5,165448,0
318412,3LG,0,0.129818,-112.8068,0.130109,127.3328,0.129754,7.301,34.0135,-119.2862,29.6628,124.1224,33.3672,0.9896,6,165449,0
318412,3LG,0,0.12951,-112.9692,0.1299,127.2114,0.129411,7.1667,0.1628,-140.3939,0.1705,99.8482,0.1744,-20.1606,7,287274,0
318412,3LG,0,0.129437,-113.1073,0.12988,127.1185,0.129291,7.0509,1.0969,-140.8697,1.0996,99.1185,1.098,-20.9941,8,283954,0
318412,3LG,0,0.129417,-113.1055,0.12986,127.1204,0.129271,7.0528,1.0969,-140.8697,1.0996,99.1185,1.098,-20.9941,9,283956,0
318412,3LG,0,0.128461,-113.4584,0.129081,126.8404,0.128118,6.7355,4.3402,-140.9234,3.9072,99.1711,5.1661,-20.6339,10,189963,0
318412,3LG,0,0.128418,-113.5333,0.12906,126.7864,0.128054,6.6699,2.1752,-141.2508,2.3521,98.7526,2.1772,-21.4331,11,181977,0
318412,3LG,0,0.128412,-113.6483,0.12905,126.6758,0.128033,6.5544,0.0,-23.6436,0.0,-143.4478,0.0,96.62,12,181924,0
318412,3LG,0,0.12844,-113.6808,0.129068,126.6391,0.12806,6.5181,6.341,-45.9129,6.3292,-171.65,6.2943,70.0837,13,181993,0
318412,3LG,0,0.128413,-113.6885,0.129027,126.6268,0.128029,6.5047,2.7129,-141.5082,3.3985,98.5982,3.1683,-21.3035,14,181994,0
318412,3LG,0,0.128247,-113.6807,0.128874,126.6265,0.127913,6.5203,2.4141,-141.0971,2.5441,99.0549,2.0671,-20.7726,15,181891,0
318412,3LG,0,0.128356,-113.6958,0.12894,126.6135,0.127961,6.4891,0.0,-22.7298,0.0,-142.4219,0.0,96.7434,16,255335,0
318412,3LG,0,0.128356,-113.6958,0.12894,126.6135,0.127961,6.4891,0.0,-23.6804,0.0,-143.3915,0.0,96.4695,17,182030,0
318412,3LG,0,0.128217,-113.6937,0.128765,126.6177,0.127776,6.4854,1.4846,38.7555,1.5022,-81.4712,1.8395,158.8139,18,182153,0
318412,3LG,0,0.12818,-113.6961,0.128727,126.6155,0.127739,6.483,1.323,-141.2569,1.3327,98.4397,1.3237,-21.3703,19,182158,0
318412,3LG,0,0.128167,-113.6972,0.128714,126.6144,0.127725,6.4819,0.3308,-141.229,0.3314,98.7416,0.331,-21.3403,20,182162,0
243937,SLG,0,0.015453,-52.6407,1.332288,175.1323,1.731483,103.7974,111425.427,-52.6724,292.3984,-162.4437,292.6201,93.5356,2,243937,0
243937,SLG,0,0.01453,-52.3651,1.332145,175.0367,1.731568,103.7374,2.4718,-68.716,2.4937,178.749,2.7575,54.6381,3,157347,0
243937,SLG,0,0.012013,-51.8318,1.331308,174.7521,1.731078,103.5467,181.4201,-72.2561,289.0223,-162.0425,288.4556,94.0047,4,298162,0
243937,SLG,0,0.011645,-51.7348,1.331249,174.715,1.731081,103.5238,181.4201,-72.2561,289.0223,-162.0425,288.4556,94.0047,5,165448,0
243937,SLG,0,0.008099,-49.3537,1.330938,174.348,1.731597,103.2935,181.4201,-72.2561,286.5499,-161.4338,288.4556,94.0047,6,165449,0
243937,SLG,0,0.005262,-40.8814,1.329467,174.1041,1.730434,103.1616,0.0066,-68.2642,1.5885,146.6032,2.1223,75.7002,7,287274,0
243937,SLG,0,0.003631,-27.0717,1.329598,173.9199,1.731306,103.0449,8.2386,-71.0145,8.2049,178.4939,9.3738,53.9091,8,283954,0
243937,SLG,0,0.003493,-25.8731,1.329453,173.9175,1.731157,103.0481,8.2386,-71.0145,8.2049,178.4939,9.3738,53.909,9,283956,0
243937,SLG,0,0.00661,83.7725,1.323118,173.2848,1.725061,102.7239,0.2233,56.1803,36.4513,145.469,63.2852,75.2378,10,189963,0
243937,SLG,0,0.008211,93.4892,1.32389,173.157,1.726258,102.6775,16.4517,-71.8055,17.7478,175.6474,18.8926,53.4521,11,181977,0
243937,SLG,0,0.010188,100.3956,1.32507,172.9643,1.728128,102.5849,0.0,-175.9144,0.0,-97.0632,0.0,-167.4659,12,181924,0
243937,SLG,0,0.011427,102.8532,1.326039,172.8815,1.7297,102.5618,14.644,-72.9635,73.6666,-118.2031,80.1712,175.3132,13,181993,0
243937,SLG,0,0.011441,102.8484,1.325634,172.868,1.729279,102.5497,14.7039,-70.4956,26.9575,162.3251,30.7689,63.1504,14,181994,0
243937,SLG,0,0.010386,96.3177,1.322658,172.9058,1.726511,102.523,0.1955,68.8368,23.7611,145.1927,25.3786,75.1177,15,181891,0
243937,SLG,0,0.011567,102.8699,1.324813,172.8491,1.728462,102.5359,0.0,141.6325,0.0,-95.9577,0.0,-167.1957,16,255335,0
243937,SLG,0,0.011567,102.8699,1.324813,172.8491,1.728462,102.5359,0.0,-167.1108,0.0,-97.1613,0.0,-167.4487,17,182030,0
243937,SLG,0,0.012179,103.7819,1.323267,172.8295,1.726617,102.5388,9.8247,109.389,11.367,-6.7457,17.2206,-118.8936,18,182153,0
243937,SLG,0,0.012354,104.4,1.323004,172.8221,1.72628,102.5397,9.8378,-70.6597,9.9945,177.5177,11.179,53.1469,19,182158,0
243937,SLG,0,0.012427,104.7126,1.322929,172.8191,1.726169,102.5404,2.4593,-70.6265,2.4934,178.1095,2.796,53.1657,20,182162,0
243937,LL,0,0.031913,-70.0358,0.024564,121.286,1.487804,85.1315,229841.936,-70.0609,176804.0458,121.3215,346.4494,80.7382,2,243937,0
243937,LL,0,0.031424,-69.3869,0.024941,120.1163,1.487415,85.0497,1.7907,-121.3344,1.6668,-123.9935,3.4566,57.3837,3,157347,0
243937,LL,0,0.030064,-67.635,0.026042,117.1801,1.485625,84.7982,126.3866,-121.7687,116.1742,-127.3407,341.605,81.0883,4,298162,0
243937,LL,0,0.029868,-67.3606,0.02621,116.7764,1.485451,84.7667,126.3866,-121.7687,116.1742,-127.3407,341.605,81.0883,5,165448,0
243937,LL,0,0.028102,-64.3376,0.027834,112.9372,1.484166,84.4506,126.3866,-121.7687,116.2451,-127.3159,341.605,81.0883,6,165449,0
243937,LL,0,0.026883,-61.0681,0.02907,109.7537,1.481674,84.2656,0.0338,-88.4917,0.0382,82.3883,1.8172,56.8043,7,287274,0
243937,LL,0,0.026262,-58.7108,0.029864,107.6705,1.481482,84.1074,5.886,-122.5162,5.3605,-125.1767,11.2434,56.2157,8,283954,0
243937,LL,0,0.026187,-58.53,0.029946,107.554,1.481274,84.1091,5.886,-122.5162,5.3605,-125.1767,11.2434,56.2157,9,283956,0
243937,LL,0,0.024436,-46.501,0.033306,99.3748,1.471795,83.6733,0.8259,-73.9687,1.0079,71.6979,53.9938,56.1873,10,189963,0
243937,LL,0,0.023773,-43.8839,0.034476,98.404,1.472123,83.5866,11.6044,-122.9408,10.5197,-125.6847,22.1616,55.7854,11,181977,0
243937,LL,0,0.023023,-41.0283,0.035811,97.5196,1.473008,83.4476,0.0,50.5927,0.0,-172.875,0.0,173.4203,12,181924,0
243937,LL,0,0.02267,-39.224,0.036572,97.0053,1.473952,83.4022,9.5379,-121.3546,10.8542,-133.9526,72.721,149.8102,13,181993,0
243937,LL,0,0.022637,-39.178,0.036594,96.9953,1.473521,83.3889,10.787,-122.2706,9.364,-126.0969,32.857,55.7512,14,181994,0
243937,LL,0,0.023291,-40.7999,0.035608,97.0258,1.471204,83.3961,0.4385,-68.2198,0.7028,69.4492,21.6257,55.991,15,181891,0
243937,LL,0,0.022581,-38.913,0.036674,96.9052,1.472649,83.3732,0.0,41.5664,0.0,-169.7559,0.0,173.7483,16,255335,0
243937,LL,0,0.022581,-38.913,0.036674,96.9052,1.472649,83.3732,0.0,50.9833,0.0,-173.3139,0.0,173.3753,17,182030,0
243937,LL,0,0.022435,-37.6651,0.037044,96.5001,1.470585,83.368,7.156,57.3451,6.4509,54.3889,19.0387,-124.0656,18,182153,0
243937,LL,0,0.022336,-37.3298,0.037189,96.4589,1.470186,83.3653,7.141,-122.8463,6.4982,-125.5017,13.638,55.8829,19,182158,0
243937,LL,0,0.022287,-37.1921,0.037255,96.4519,1.47005,83.3643,1.7852,-122.811,1.6251,-125.4786,3.4094,55.9177,20,182162,0
243937,3LG,0,0.032443,-95.1197,0.032443,144.8799,0.032443,24.8812,233585.5504,-95.1199,233582.1208,144.8797,233582.8766,24.881,2,243937,0
243937,3LG,0,0.032427,-95.1929,0.032434,144.8235,0.032424,24.8187,0.0834,-122.8987,0.0835,117.0935,0.0834,-2.9226,3,157347,0
243937,3LG,0,0.03237,-95.4213,0.032398,144.6412,0.03236,24.6227,8.4632,-102.2151,7.4752,140.8594,8.3021,18.0539,4,298162,0
243937,3LG,0,0.032363,-95.4498,0.032394,144.619,0.032352,24.5982,8.4632,-102.2151,7.4752,140.8594,8.3021,18.0539,5,165448,0
243937,3LG,0,0.032306,-95.7351,0.032363,144.4051,0.032282,24.3568,8.4632,-102.2151,7.379,141.1855,8.3021,18.0539,6,165449,0
243937,3LG,0,0.03223,-95.8975,0.032311,144.2837,0.032196,24.2225,0.0405,-123.3222,0.0424,116.9205,0.0434,-3.1048,7,287274,0
243937,3LG,0,0.032212,-96.0356,0.032306,144.1909,0.032166,24.1067,0.2729,-123.8039,0.2736,116.1834,0.2732,-3.9249,8,283954,0
243937,3LG,0,0.032207,-96.0338,0.032301,144.1928,0.032161,24.1086,0.2729,-123.804,0.2736,116.1834,0.2732,-3.9249,9,283956,0
243937,3LG,0,0.031969,-96.3867,0.032108,143.9129,0.031874,23.7912,1.0801,-123.8518,0.9719,116.2436,1.2853,-3.5783,10,189963,0
243937,3LG,0,0.031958,-96.4616,0.032102,143.8589,0.031859,23.7256,0.5412,-124.1851,0.5852,115.818,0.5417,-4.3639,11,181977,0
243937,3LG,0,0.031957,-96.5766,0.0321,143.7484,0.031853,23.61,0.0,-6.6393,0.0,-126.4169,0.0,113.5385,12,181924,0
243937,3LG,0,0.031964,-96.6091,0.032104,143.7116,0.03186,23.5737,1.578,-28.8372,1.5743,-154.581,1.5661,87.1389,13,181993,0
243937,3LG,0,0.031957,-96.6168,0.032094,143.6993,0.031852,23.5603,0.675,-124.4408,0.8454,115.6663,0.7882,-4.2394,14,181994,0
243937,3LG,0,0.031916,-96.609,0.032056,143.699,0.031823,23.5759,0.6008,-124.0254,0.6328,116.1274,0.5143,-3.7169,15,181891,0
243937,3LG,0,0.031943,-96.6241,0.032073,143.6861,0.031835,23.5446,0.0,-5.8544,0.0,-125.4403,0.0,114.0211,16,255335,0
243937,3LG,0,0.031943,-96.6241,0.032073,143.6861,0.031835,23.5446,0.0,-6.629,0.0,-126.3095,0.0,113.5142,17,182030,0
243937,3LG,0,0.031908,-96.622,0.032029,143.6903,0.031789,23.541,0.3694,55.822,0.3737,-64.4054,0.4577,175.8793,18,182153,0
243937,3LG,0,0.031899,-96.6244,0.03202,143.6881,0.03178,23.5385,0.3292,-124.1912,0.3316,115.5046,0.3293,-4.3011,19,182158,0
243937,3LG,0,0.031896,-96.6255,0.032016,143.687,0.031777,23.5374,0.0823,-124.1632,0.0825,115.8065,0.0823,-4.2711,20,182162,0
157347,SLG,0,0.00549,-81.3679,1.249096,-171.1321,1.410481,103.0378,39527.3199,-81.3671,2.5384,-172.6487,2.8565,54.855,3,157347,0
157347,SLG,0,0.417086,-23.8206,1.097397,-168.4262,1.349617,96.5864,216.6469,-52.5993,269.1372,-158.8142,284.7792,87.2288,4,298162,0
157347,SLG,0,0.416789,-23.8397,1.097231,-168.4589,1.349487,96.5624,216.6469,-52.5993,269.1372,-158.8142,284.7792,87.2288,5,165448,0
157347,SLG,0,0.414076,-24.0299,1.095867,-168.7789,1.348584,96.324,216.6469,-52.5993,266.5612,-158.394,284.7792,87.2288,6,165449,0
157347,SLG,0,0.411565,-24.0625,1.093798,-168.9799,1.3466,96.191,0.5174,-51.4871,1.3069,163.5192,1.6515,68.7297,7,287274,0
157347,SLG,0,0.410415,-24.1242,1.093368,-169.1326,1.346557,96.0743,9.0913,-63.8599,9.0891,-179.6818,9.6581,58.2404,8,283954,0
157347,SLG,0,0.410257,-24.1145,1.093197,-169.1335,1.346386,96.0772,9.0913,-63.8599,9.0891,-179.6818,9.6581,58.2404,9,283956,0
157347,SLG,0,0.403508,-23.9794,1.085737,-169.6313,1.338723,95.763,13.6332,-51.4443,29.9117,162.5531,49.1121,68.277,10,189963,0
157347,SLG,0,0.402286,-23.9902,1.085667,-169.7401,1.338999,95.7096,18.1487,-64.7044,19.3867,179.0813,19.4836,57.7826,11,181977,0
157347,SLG,0,0.401089,-24.0449,1.085821,-169.9146,1.339818,95.6077,0.0,66.1128,0.0,-79.9863,0.0,-174.3715,12,181924,0
157347,SLG,0,0.400559,-24.0277,1.086147,-169.9867,1.340683,95.5808,18.182,13.0479,58.3537,-106.2322,63.0929,163.7765,13,181993,0
157347,SLG,0,0.400437,-24.0369,1.085793,-170.0,1.340348,95.5678,18.384,-61.9286,27.0189,172.7741,28.3243,61.412,14,181994,0
157347,SLG,0,0.400737,-24.0422,1.084009,-169.9627,1.338583,95.5548,7.5435,-51.4584,19.4739,162.3243,19.6763,68.1497,15,181891,0
157347,SLG,0,0.400154,-24.0386,1.08506,-170.017,1.339666,95.553,0.0,66.3736,0.0,-78.96,0.0,-174.1392,16,255335,0
157347,SLG,0,0.400154,-24.0386,1.08506,-170.017,1.339666,95.553,0.0,65.9705,0.0,-80.0099,0.0,-174.4347,17,182030,0
157347,SLG,0,0.399299,-24.0037,1.083552,-170.0281,1.337981,95.5538,11.2566,117.2704,12.3163,-2.0862,16.2918,-119.4372,18,182153,0
157347,SLG,0,0.399032,-24.001,1.083252,-170.0344,1.337649,95.5534,10.7637,-63.2536,11.0709,179.7056,11.4411,57.2688,19,182158,0
157347,SLG,0,0.398922,-24.0006,1.083152,-170.0372,1.337532,95.5534,2.6902,-63.2141,2.7587,-179.8847,2.861,57.2832,20,182162,0
157347,LL,0,0.008822,-74.5573,0.007815,131.2504,1.365134,87.2408,63512.2853,-74.5583,56261.0225,131.2519,3.0903,59.5355,3,157347,0
157347,LL,0,0.51035,-33.0056,0.34862,-161.1442,1.261889,84.7698,163.0005,-69.865,156.7365,-149.6531,318.799,80.6521,4,298162,0
157347,LL,0,0.510193,-33.0185,0.348474,-161.1871,1.261669,84.7387,163.0005,-69.865,156.7365,-149.6531,318.799,80.6521,5,165448,0
157347,LL,0,0.50887,-33.1514,0.347128,-161.5953,1.259849,84.429,163.0005,-69.865,155.8595,-149.3923,318.799,80.6521,6,165449,0
157347,LL,0,0.507484,-33.1751,0.345565,-161.8529,1.257142,84.2499,0.6411,-60.5929,0.4536,170.7843,1.5418,56.7887,7,287274,0
157347,LL,0,0.50714,-33.227,0.344857,-162.0274,1.256561,84.0971,6.9216,-90.2927,5.9894,-157.8147,10.7462,58.7095,8,283954,0
157347,LL,0,0.507041,-33.2172,0.34475,-162.034,1.25636,84.0986,6.9216,-90.2927,5.9894,-157.8147,10.7462,58.7095,9,283956,0
157347,LL,0,0.503387,-33.1633,0.339474,-162.6163,1.246714,83.6788,17.0076,-60.6287,10.2755,169.7153,45.7366,56.193,10,189963,0
157347,LL,0,0.502966,-33.1509,0.338897,-162.7807,1.246618,83.5905,13.9398,-90.9888,12.208,-159.4574,21.4729,58.4574,11,181977,0
157347,LL,0,0.502617,-33.1787,0.338377,-163.0214,1.247007,83.4477,0.0,56.8037,0.0,-73.1334,0.0,173.4011,12,181924,0
157347,LL,0,0.5026,-33.1586,0.338111,-163.1268,1.247609,83.4002,18.5565,27.0625,22.884,-111.2253,62.2421,147.8484,13,181993,0
157347,LL,0,0.502468,-33.1655,0.337992,-163.1451,1.247252,83.3863,14.9866,-85.2096,14.1411,-166.2747,29.8993,57.2843,14,181994,0
157347,LL,0,0.502116,-33.214,0.337804,-163.0539,1.245531,83.4019,9.4518,-60.6306,6.6685,169.3751,18.3085,55.9969,15,181891,0
157347,LL,0,0.502206,-33.1661,0.337705,-163.1713,1.246512,83.3697,0.0,57.3023,0.0,-71.8951,0.0,173.9733,16,255335,0
157347,LL,0,0.502206,-33.1661,0.337705,-163.1713,1.246512,83.3697,0.0,56.8308,0.0,-73.1638,0.0,173.3735,17,182030,0
157347,LL,0,0.501585,-33.1278,0.336965,-163.2074,1.244668,83.3631,8.8391,91.566,7.6576,19.9947,17.5126,-122.3328,18,182153,0
157347,LL,0,0.501385,-33.1199,0.336813,-163.2263,1.2443,83.3597,8.2855,-90.4777,7.2794,-158.228,12.944,58.2349,19,182158,0
157347,LL,0,0.501305,-33.1167,0.336758,-163.2349,1.244172,83.3584,2.0724,-90.4502,1.8183,-158.0067,3.237,58.2731,20,182162,0
157347,3LG,0,0.009363,-92.452,0.009364,147.5503,0.009363,27.5501,67408.7507,-92.452,67417.0007,147.5503,67410.7708,27.5501,3,157347,0
157347,3LG,0,0.447894,-42.3342,0.448308,-162.2795,0.447805,77.7085,117.1064,-49.1305,103.4403,-166.0587,114.8794,71.1398,4,298162,0
157347,3LG,0,0.447801,-42.3627,0.44825,-162.3017,0.447696,77.6839,117.1064,-49.1305,103.4403,-166.0587,114.8794,71.1398,5,165448,0
157347,3LG,0,0.447016,-42.648,0.447822,-162.5156,0.446716,77.4426,117.1064,-49.1305,102.109,-165.7326,114.8794,71.1398,6,165449,0
157347,3LG,0,0.445956,-42.8104,0.4471,-162.637,0.445537,77.3082,0.5606,-70.2351,0.5868,169.9998,0.6003,49.9809,7,287274,0
157347,3LG,0,0.445706,-42.9485,0.447033,-162.7298,0.445122,77.1924,3.7766,-70.7194,3.7853,169.2667,3.7802,49.1594,8,283954,0
157347,3LG,0,0.445636,-42.9466,0.446963,-162.7279,0.445052,77.1943,3.7766,-70.7194,3.7853,169.2667,3.7802,49.1594,9,283956,0
157347,3LG,0,0.442347,-43.2995,0.444283,-163.0078,0.441084,76.8769,14.9452,-70.7646,13.448,169.3228,17.7859,49.5075,10,189963,0
157347,3LG,0,0.442198,-43.3744,0.444209,-163.0618,0.440865,76.8113,7.489,-71.1005,8.0971,168.901,7.4951,48.7204,11,181977,0
157347,3LG,0,0.442178,-43.4894,0.444176,-163.1724,0.440791,76.6958,0.0,46.3705,0.0,-73.2398,0.0,166.6903,12,181924,0
157347,3LG,0,0.442273,-43.5219,0.444238,-163.2091,0.440885,76.6594,21.8338,24.2491,21.7839,-101.502,21.6714,140.2258,13,181993,0
157347,3LG,0,0.442181,-43.5296,0.444094,-163.2214,0.440778,76.646,9.3406,-71.3555,11.6986,168.7479,10.9074,48.8454,14,181994,0
157347,3LG,0,0.441609,-43.5218,0.443571,-163.2217,0.440377,76.6617,8.3127,-70.9383,8.7564,169.2067,7.1165,49.3688,15,181891,0
157347,3LG,0,0.441984,-43.5369,0.443797,-163.2347,0.440544,76.6304,0.0,47.1866,0.0,-72.3286,0.0,166.9804,16,255335,0
157347,3LG,0,0.441984,-43.5369,0.443797,-163.2347,0.440544,76.6304,0.0,46.4853,0.0,-73.2312,0.0,166.637,17,182030,0
157347,3LG,0,0.441506,-43.5349,0.443193,-163.2304,0.439906,76.6267,5.1113,108.9068,5.1712,-11.3226,6.3328,-131.036,18,182153,0
157347,3LG,0,0.441379,-43.5372,0.443063,-163.2327,0.439778,76.6243,4.5548,-71.1066,4.588,168.5879,4.5569,48.7832,19,182158,0
157347,3LG,0,0.441334,-43.5383,0.443017,-163.2337,0.439732,76.6232,1.1389,-71.0786,1.141,168.8897,1.1394,48.8132,20,182162,0
298162,SLG,0,0.003539,-89.5804,1.230851,-171.0825,1.401711,102.1679,25620.3744,-89.4623,276.4166,-152.2887,260.987,87.4612,4,298162,0
298162,SLG,0,0.003326,-93.2696,1.230753,-171.1175,1.401655,102.1459,148.4809,-68.7428,276.4166,-152.2887,260.987,87.4612,5,165448,0
298162,SLG,0,0.002492,-152.5099,1.230049,-171.4618,1.401519,101.9253,148.4809,-68.7428,273.9186,-151.7388,260.987,87.4612,6,165449,0
298162,SLG,0,0.003673,166.4073,1.228369,-171.6878,1.400165,101.8057,0.0046,138.9603,1.4677,160.8113,1.7172,74.3443,7,287274,0
298162,SLG,0,0.004914,153.8839,1.228284,-171.8577,1.40062,101.697,6.8956,-67.9376,8.3188,-172.6685,9.3584,52.7797,8,283954,0
