Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"181890", 12.47, 1,     6853.4,  -41.0,   0.95192, 2,    6882.88, -160.6,   0.95601, 3,    6830.05,   79.2,   0.94868
"181891", 12.47, 1,    6850.96,  -41.0,   0.95158, 2,     6880.2, -160.7,   0.95564, 3,    6828.15,   79.2,   0.94841
"181892", 12.47, 1,    6850.91,  -41.0,   0.95157, 2,    6880.15, -160.7,   0.95563, 3,    6828.12,   79.2,   0.94841
"181884", 12.47, 1,    6853.96,  -41.0,     0.952, 2,    6883.49, -160.6,    0.9561, 3,    6830.53,   79.2,   0.94874
"181886", 12.47, 1,    6853.46,  -41.0,   0.95193, 2,    6882.93, -160.6,   0.95602, 3,    6830.11,   79.2,   0.94868
"181888", 12.47, 1,    6852.15,  -41.0,   0.95175, 2,    6881.49, -160.6,   0.95582, 3,    6829.06,   79.2,   0.94854
"181885", 12.47, 1,    6851.31,  -41.0,   0.95163, 2,    6880.55, -160.7,   0.95569, 3,    6828.42,   79.2,   0.94845
"181887", 12.47, 1,     6851.2,  -41.0,   0.95161, 2,    6880.44, -160.7,   0.95568, 3,    6828.33,   79.2,   0.94844
"181893", 12.47, 1,    6853.38,  -41.0,   0.95192, 2,    6882.86, -160.6,   0.95601, 3,    6830.03,   79.2,   0.94867
"181894", 12.47, 1,    6850.85,  -41.0,   0.95157, 2,     6880.1, -160.7,   0.95563, 3,    6827.99,   79.2,   0.94839
"181895", 12.47, 1,    6850.85,  -41.0,   0.95157, 2,     6880.1, -160.7,   0.95563, 3,    6827.99,   79.2,   0.94839
"181896", 12.47, 1,    6850.85,  -41.0,   0.95157, 2,     6880.1, -160.7,   0.95563, 3,    6827.99,   79.2,   0.94839
"181897", 12.47, 1,    6850.85,  -41.0,   0.95157, 2,     6880.1, -160.7,   0.95563, 3,    6827.98,   79.2,   0.94839
"181898", 12.47, 1,    6849.91,  -41.0,   0.95143, 0, 0, 0, 0, 0, 0, 0, 0
"181899", 12.47, 1,    6849.19,  -41.0,   0.95134, 0, 0, 0, 0, 0, 0, 0, 0
"181900", 12.47, 1,    6849.01,  -41.0,   0.95131, 0, 0, 0, 0, 0, 0, 0, 0
"181901", 12.47, 1,    6848.83,  -41.0,   0.95129, 0, 0, 0, 0, 0, 0, 0, 0
"181902", 12.47, 1,    6848.65,  -41.0,   0.95126, 0, 0, 0, 0, 0, 0, 0, 0
"181908", 12.47, 3,    6827.83,   79.2,   0.94837, 0, 0, 0, 0, 0, 0, 0, 0
"181903", 12.47, 3,    6827.82,   79.2,   0.94837, 0, 0, 0, 0, 0, 0, 0, 0
"181904", 12.47, 3,    6827.77,   79.2,   0.94836, 0, 0, 0, 0, 0, 0, 0, 0
"181905", 12.47, 3,    6827.54,   79.2,   0.94833, 0, 0, 0, 0, 0, 0, 0, 0
"181909", 12.47, 3,    6827.46,   79.2,   0.94832, 0, 0, 0, 0, 0, 0, 0, 0
"181907", 12.47, 3,    6827.44,   79.2,   0.94831, 0, 0, 0, 0, 0, 0, 0, 0
"181906", 12.47, 3,    6827.43,   79.2,   0.94831, 0, 0, 0, 0, 0, 0, 0, 0
"181910", 12.47, 2,    6877.67, -160.6,   0.95529, 0, 0, 0, 0, 0, 0, 0, 0
"181911", 12.47, 2,    6877.23, -160.6,   0.95523, 0, 0, 0, 0, 0, 0, 0, 0
"181916", 12.47, 2,    6876.73, -160.6,   0.95516, 0, 0, 0, 0, 0, 0, 0, 0
"181915", 12.47, 2,    6876.64, -160.6,   0.95515, 0, 0, 0, 0, 0, 0, 0, 0
"181912", 12.47, 2,    6876.59, -160.6,   0.95514, 0, 0, 0, 0, 0, 0, 0, 0
"181913", 12.47, 2,    6876.46, -160.6,   0.95512, 0, 0, 0, 0, 0, 0, 0, 0
"181914", 12.47, 2,    6876.46, -160.6,   0.95512, 0, 0, 0, 0, 0, 0, 0, 0
"181917", 12.47, 1,    6859.38,  -41.0,   0.95275, 2,    6889.26, -160.6,    0.9569, 3,    6834.46,   79.2,   0.94929
"181920", 12.47, 1,    6859.38,  -41.0,   0.95275, 2,    6889.26, -160.6,    0.9569, 3,    6834.46,   79.2,   0.94929
"181918", 12.47, 1,     6859.5,  -41.0,   0.95277, 2,    6889.39, -160.6,   0.95692, 3,    6834.54,   79.2,    0.9493
"181919", 12.47, 1,    6859.79,  -41.0,   0.95281, 2,    6889.74, -160.6,   0.95697, 3,    6834.74,   79.2,   0.94933
"152566", 12.47, 1,    6859.79,  -41.0,   0.95281, 2,    6889.74, -160.6,   0.95697, 3,    6834.74,   79.2,   0.94933
"181925", 12.47, 1,    6859.46,  -41.0,   0.95276, 2,    6889.26, -160.6,    0.9569, 3,    6834.49,   79.2,   0.94929
"181926", 12.47, 1,    6859.55,  -41.0,   0.95277, 2,    6889.34, -160.6,   0.95691, 3,    6834.58,   79.2,   0.94931
"181927", 12.47, 1,    6859.53,  -41.0,   0.95277, 2,    6889.34, -160.6,   0.95691, 3,    6834.57,   79.2,    0.9493
"181928", 12.47, 1,    6859.27,  -41.0,   0.95273, 2,    6889.07, -160.6,   0.95687, 3,     6834.3,   79.2,   0.94927
"181924", 12.47, 1,    6859.79,  -41.0,   0.95281, 2,    6889.74, -160.6,   0.95697, 3,    6834.74,   79.2,   0.94933
"181933", 12.47, 3,    6836.42,   79.3,   0.94956, 0, 0, 0, 0, 0, 0, 0, 0
"181934", 12.47, 3,    6836.37,   79.3,   0.94955, 0, 0, 0, 0, 0, 0, 0, 0
"255317", 12.47, 1,    6860.61,  -41.0,   0.95292, 2,    6890.68, -160.6,    0.9571, 3,    6835.46,   79.2,   0.94943
"181929", 12.47, 1,    6861.32,  -40.9,   0.95302, 2,    6891.55, -160.6,   0.95722, 3,    6835.96,   79.3,    0.9495
"181936", 12.47, 1,     6861.9,  -40.9,    0.9531, 2,    6892.22, -160.5,   0.95731, 3,    6836.41,   79.3,   0.94956
"181932", 12.47, 1,    6862.34,  -40.9,   0.95316, 2,    6892.72, -160.5,   0.95738, 3,    6836.76,   79.3,   0.94961
"181939", 12.47, 1,     6859.1,  -41.0,   0.95271, 2,    6888.94, -160.6,   0.95686, 3,    6834.16,   79.2,   0.94925
"181940", 12.47, 1,     6859.1,  -41.0,   0.95271, 2,    6888.94, -160.6,   0.95686, 3,    6834.16,   79.2,   0.94925
"181937", 12.47, 1,    6859.45,  -41.0,   0.95276, 2,    6889.29, -160.6,   0.95691, 3,    6834.51,   79.2,    0.9493
"181938", 12.47, 1,     6859.1,  -41.0,   0.95271, 2,    6888.94, -160.6,   0.95686, 3,    6834.16,   79.2,   0.94925
"181941", 12.47, 1,     6859.1,  -41.0,   0.95271, 2,    6888.94, -160.6,   0.95686, 3,    6834.16,   79.2,   0.94925
"181943", 12.47, 3,    6837.41,   79.3,    0.9497, 0, 0, 0, 0, 0, 0, 0, 0
"181944", 12.47, 3,    6837.37,   79.3,   0.94969, 0, 0, 0, 0, 0, 0, 0, 0
"181945", 12.47, 1,    6862.81,  -40.9,   0.95323, 2,    6893.24, -160.5,   0.95745, 3,    6837.55,   79.3,   0.94972
"181942", 12.47, 1,    6862.51,  -40.9,   0.95319, 2,    6892.97, -160.5,   0.95742, 3,    6837.59,   79.3,   0.94972
"236964", 12.47, 1,    6862.21,  -40.9,   0.95314, 0, 0, 0, 0, 0, 0, 0, 0
"181946", 12.47, 1,    6861.52,  -40.9,   0.95305, 0, 0, 0, 0, 0, 0, 0, 0
"181953", 12.47, 1,    6861.38,  -40.9,   0.95303, 0, 0, 0, 0, 0, 0, 0, 0
"181947", 12.47, 1,     6861.4,  -40.9,   0.95303, 0, 0, 0, 0, 0, 0, 0, 0
"181950", 12.47, 1,    6861.36,  -40.9,   0.95303, 0, 0, 0, 0, 0, 0, 0, 0
"181948", 12.47, 1,    6861.24,  -40.9,   0.95301, 0, 0, 0, 0, 0, 0, 0, 0
"181951", 12.47, 1,    6861.22,  -40.9,   0.95301, 0, 0, 0, 0, 0, 0, 0, 0
"181952", 12.47, 1,    6861.21,  -40.9,     0.953, 0, 0, 0, 0, 0, 0, 0, 0
"181954", 12.47, 1,    6861.11,  -40.9,   0.95299, 0, 0, 0, 0, 0, 0, 0, 0
"181949", 12.47, 1,    6861.13,  -40.9,   0.95299, 0, 0, 0, 0, 0, 0, 0, 0
"181955", 12.47, 1,    6861.09,  -40.9,   0.95299, 0, 0, 0, 0, 0, 0, 0, 0
"181956", 12.47, 1,     6861.3,  -40.9,   0.95302, 0, 0, 0, 0, 0, 0, 0, 0
"236966", 12.47, 1,    6862.23,  -40.9,   0.95315, 0, 0, 0, 0, 0, 0, 0, 0
"181957", 12.47, 3,    6836.13,   79.3,   0.94952, 0, 0, 0, 0, 0, 0, 0, 0
"181958", 12.47, 3,    6835.66,   79.3,   0.94946, 0, 0, 0, 0, 0, 0, 0, 0
"181967", 12.47, 3,     6834.5,   79.3,   0.94929, 0, 0, 0, 0, 0, 0, 0, 0
"181966", 12.47, 3,    6834.12,   79.3,   0.94924, 0, 0, 0, 0, 0, 0, 0, 0
"181965", 12.47, 3,    6833.77,   79.3,   0.94919, 0, 0, 0, 0, 0, 0, 0, 0
"181959", 12.47, 3,    6833.65,   79.3,   0.94918, 0, 0, 0, 0, 0, 0, 0, 0
"181963", 12.47, 3,    6835.28,   79.3,    0.9494, 0, 0, 0, 0, 0, 0, 0, 0
"181964", 12.47, 3,    6835.14,   79.3,   0.94938, 0, 0, 0, 0, 0, 0, 0, 0
"181960", 12.47, 3,    6835.09,   79.3,   0.94938, 0, 0, 0, 0, 0, 0, 0, 0
"181961", 12.47, 3,    6835.05,   79.3,   0.94937, 0, 0, 0, 0, 0, 0, 0, 0
"181962", 12.47, 3,    6834.97,   79.3,   0.94936, 0, 0, 0, 0, 0, 0, 0, 0
"181969", 12.47, 1,    6862.19,  -40.8,   0.95314, 2,    6892.49, -160.5,   0.95735, 3,    6837.88,   79.3,   0.94976
"181970", 12.47, 1,    6862.25,  -40.8,   0.95315, 2,    6892.53, -160.5,   0.95735, 3,    6837.92,   79.3,   0.94977
"181971", 12.47, 1,    6861.31,  -40.8,   0.95302, 2,     6891.7, -160.5,   0.95724, 3,    6837.14,   79.3,   0.94966
"181972", 12.47, 1,    6861.31,  -40.8,   0.95302, 2,     6891.7, -160.5,   0.95724, 3,    6837.14,   79.3,   0.94966
"181973", 12.47, 1,    6859.47,  -40.8,   0.95276, 2,    6889.86, -160.5,   0.95698, 3,    6835.45,   79.3,   0.94943
"181974", 12.47, 1,    6859.43,  -40.8,   0.95276, 2,    6889.82, -160.5,   0.95698, 3,    6835.41,   79.3,   0.94942
"181968", 12.47, 1,     6862.3,  -40.8,   0.95316, 2,    6892.57, -160.5,   0.95736, 3,    6837.96,   79.3,   0.94978
"181979", 12.47, 1,    6861.32,  -40.8,   0.95302, 2,    6891.71, -160.5,   0.95724, 3,    6837.15,   79.3,   0.94966
"181976", 12.47, 1,    6860.59,  -40.8,   0.95292, 2,    6891.06, -160.5,   0.95715, 3,    6836.54,   79.3,   0.94958
"181977", 12.47, 1,    6859.71,  -40.8,    0.9528, 2,     6890.1, -160.5,   0.95702, 3,    6835.69,   79.3,   0.94946
"181978", 12.47, 1,    6859.71,  -40.8,    0.9528, 2,    6890.08, -160.5,   0.95701, 3,     6835.7,   79.3,   0.94946
"181975", 12.47, 2,       6890, -160.5,     0.957, 0, 0, 0, 0, 0, 0, 0, 0
"181982", 12.47, 2,       6890, -160.5,     0.957, 0, 0, 0, 0, 0, 0, 0, 0
"181980", 12.47, 1,    6859.04,  -40.8,    0.9527, 2,    6889.43, -160.5,   0.95692, 3,    6835.01,   79.3,   0.94937
"181981", 12.47, 1,     6861.3,  -40.8,   0.95302, 2,    6891.69, -160.5,   0.95724, 3,    6837.13,   79.3,   0.94966
"261881", 12.47, 1,    6862.22,  -40.8,   0.95314, 2,    6891.59, -160.4,   0.95722, 3,    6839.52,   79.4,   0.94999
"181987", 12.47, 1,    6845.39,  -41.0,   0.95081, 2,    6875.15, -160.6,   0.95494, 3,    6820.44,   79.2,   0.94734
"181988", 12.47, 1,    6845.25,  -41.0,   0.95079, 2,    6875.01, -160.6,   0.95492, 3,     6820.3,   79.2,   0.94732
"181985", 12.47, 1,     6856.3,  -41.0,   0.95232, 2,    6886.09, -160.6,   0.95646, 3,    6831.33,   79.2,   0.94885
"181986", 12.47, 1,    6855.36,  -41.0,   0.95219, 2,    6885.14, -160.6,   0.95633, 3,    6830.39,   79.2,   0.94872
"181989", 12.47, 1,    6844.94,  -41.0,   0.95074, 2,    6874.69, -160.6,   0.95488, 3,    6819.98,   79.2,   0.94728
"181992", 12.47, 1,    6844.57,  -41.0,   0.95069, 2,    6874.33, -160.6,   0.95483, 3,    6819.61,   79.2,   0.94723
"181990", 12.47, 1,    6844.31,  -41.0,   0.95066, 2,    6874.07, -160.6,   0.95479, 3,    6819.36,   79.2,   0.94719
"181991", 12.47, 1,       6841,  -41.0,    0.9502, 2,    6870.74, -160.6,   0.95433, 3,    6816.05,   79.2,   0.94673
"181993", 12.47, 1,    6861.32,  -41.0,   0.95302, 2,    6890.74, -160.6,   0.95711, 3,    6836.24,   79.2,   0.94954
"181994", 12.47, 1,     6859.9,  -41.0,   0.95282, 2,    6888.49, -160.7,   0.95679, 3,    6834.58,   79.2,    0.9493
"181995", 12.47, 1,    6859.43,  -41.0,   0.95276, 2,    6887.75, -160.7,   0.95669, 3,    6834.03,   79.2,   0.94923
"181996", 12.47, 1,    6859.01,  -41.0,    0.9527, 2,    6887.07, -160.7,    0.9566, 3,    6833.53,   79.2,   0.94916
"181997", 12.47, 1,    6858.59,  -41.0,   0.95264, 2,    6886.42, -160.7,   0.95651, 3,    6833.04,   79.1,   0.94909
"181998", 12.47, 1,    6859.01,  -41.0,    0.9527, 2,    6887.07, -160.7,    0.9566, 3,    6833.53,   79.2,   0.94916
"181999", 12.47, 1,    6859.01,  -41.0,    0.9527, 2,    6887.07, -160.7,    0.9566, 3,    6833.53,   79.2,   0.94916
"182000", 12.47, 1,    6858.59,  -41.0,   0.95264, 2,    6886.42, -160.7,   0.95651, 3,    6833.04,   79.1,   0.94909
"182001", 12.47, 1,    6858.59,  -41.0,   0.95264, 2,    6886.42, -160.7,   0.95651, 3,    6833.04,   79.1,   0.94909
"182002", 12.47, 1,    6858.59,  -41.0,   0.95264, 2,    6886.42, -160.7,   0.95651, 3,    6833.04,   79.1,   0.94909
"182003", 12.47, 1,    6859.01,  -41.0,    0.9527, 2,    6887.07, -160.7,    0.9566, 3,    6833.53,   79.2,   0.94916
"182004", 12.47, 1,    6858.32,  -41.0,    0.9526, 2,    6885.99, -160.7,   0.95645, 3,    6832.73,   79.1,   0.94905
"182005", 12.47, 1,    6858.29,  -41.0,    0.9526, 2,    6885.96, -160.7,   0.95644, 3,    6832.69,   79.1,   0.94904
"182006", 12.47, 1,    6858.27,  -41.0,    0.9526, 2,    6885.93, -160.7,   0.95644, 3,    6832.68,   79.1,   0.94904
"210023", 12.47, 1,    6858.25,  -41.0,   0.95259, 2,    6885.91, -160.7,   0.95643, 3,    6832.65,   79.1,   0.94904
"182012", 12.47, 1,     6856.8,  -41.0,   0.95239, 2,    6883.77, -160.7,   0.95614, 3,    6830.88,   79.1,   0.94879
"182013", 12.47, 1,     6856.8,  -41.0,   0.95239, 2,    6883.77, -160.7,   0.95614, 3,    6830.88,   79.1,   0.94879
"182015", 12.47, 1,    6855.98,  -41.0,   0.95228, 2,    6882.55, -160.7,   0.95597, 3,    6829.88,   79.1,   0.94865
"182016", 12.47, 1,    6856.06,  -41.0,   0.95229, 2,    6882.68, -160.7,   0.95599, 3,    6829.97,   79.1,   0.94867
"182011", 12.47, 1,     6856.8,  -41.0,   0.95239, 2,    6883.77, -160.7,   0.95614, 3,    6830.88,   79.1,   0.94879
"182014", 12.47, 1,    6856.43,  -41.0,   0.95234, 2,    6883.23, -160.7,   0.95606, 3,    6830.43,   79.1,   0.94873
"182018", 12.47, 1,    6855.84,  -41.0,   0.95226, 2,    6882.35, -160.7,   0.95594, 3,    6829.71,   79.1,   0.94863
"182019", 12.47, 1,    6855.48,  -41.0,   0.95221, 2,    6881.82, -160.7,   0.95587, 3,    6829.27,   79.1,   0.94857
"182020", 12.47, 1,    6854.24,  -41.0,   0.95204, 2,       6880, -160.7,   0.95561, 3,    6827.77,   79.1,   0.94836
"182017", 12.47, 1,     6853.3,  -41.0,   0.95191, 2,     6878.6, -160.7,   0.95542, 3,    6826.62,   79.1,    0.9482
"182022", 12.47, 1,    6853.25,  -41.0,    0.9519, 2,    6878.27, -160.7,   0.95537, 3,    6826.66,   79.1,   0.94821
"182021", 12.47, 1,    6853.24,  -41.0,    0.9519, 2,    6878.15, -160.7,   0.95536, 3,    6826.69,   79.1,   0.94821
"182024", 12.47, 1,    6852.54,  -41.0,    0.9518, 2,    6877.77, -160.7,    0.9553, 3,    6825.58,   79.1,   0.94806
"182025", 12.47, 1,    6852.53,  -41.0,    0.9518, 2,    6877.76, -160.7,    0.9553, 3,    6825.57,   79.1,   0.94805
"182023", 12.47, 1,    6852.59,  -41.0,   0.95181, 2,    6877.82, -160.7,   0.95531, 3,    6825.63,   79.1,   0.94806
"215930", 12.47, 1,    6851.84,  -41.0,    0.9517, 2,    6876.99, -160.7,    0.9552, 3,    6824.54,   79.1,   0.94791
"182027", 12.47, 1,    6852.41,  -41.0,   0.95178, 2,    6877.64, -160.7,   0.95529, 3,    6825.45,   79.1,   0.94804
"247589", 12.47, 1,     6856.8,  -41.0,   0.95239, 2,    6883.77, -160.7,   0.95614, 3,    6830.88,   79.1,   0.94879
"182030", 12.47, 1,     6856.8,  -41.0,   0.95239, 2,    6883.77, -160.7,   0.95614, 3,    6830.88,   79.1,   0.94879
"182148", 12.47, 1,    6848.45,  -41.0,   0.95123, 2,    6873.31, -160.7,   0.95469, 3,    6819.88,   79.1,   0.94726
"182149", 12.47, 1,    6848.51,  -41.0,   0.95124, 2,    6873.37, -160.7,   0.95469, 3,    6819.94,   79.1,   0.94727
"182153", 12.47, 1,    6849.12,  -41.0,   0.95133, 2,       6874, -160.7,   0.95478, 3,    6820.56,   79.1,   0.94736
"182152", 12.47, 1,    6849.85,  -41.0,   0.95143, 2,    6874.83, -160.7,    0.9549, 3,     6821.6,   79.1,    0.9475
"182154", 12.47, 1,    6849.84,  -41.0,   0.95143, 2,    6874.83, -160.7,    0.9549, 3,     6821.6,   79.1,    0.9475
"215932", 12.47, 1,     6850.5,  -41.0,   0.95152, 2,    6875.57, -160.7,     0.955, 3,    6822.53,   79.1,   0.94763
"182155", 12.47, 1,    6850.51,  -41.0,   0.95152, 2,    6875.57, -160.7,     0.955, 3,     6822.5,   79.1,   0.94763
"182156", 12.47, 1,    6850.51,  -41.0,   0.95152, 2,    6875.56, -160.7,     0.955, 3,     6822.5,   79.1,   0.94763
"182157", 12.47, 1,    6847.25,  -41.0,   0.95107, 2,    6872.09, -160.7,   0.95451, 3,    6818.66,   79.1,   0.94709
